male,AGES,BOARD TOPPER,DASA,CGPA - 1,CGPA - 2,DVM,Gaming Club,Mountaineering,None,ICSE,Other,DAYS SINCE LAST SHOWER,TREATS GIVEN,HAS A S/O ?,ATTENDS LECTURES,LITE,PIZZERIA EXPENDITURE (annual),GRAMS / MONTH,GPL
1.0,0.375,0.0,0.0,0.3314286,0.57142854,0.0,0.0,0.0,1.0,0.0,0.0,0.4666667,1.0,0.0,0.0,1.0,0.78194284,0.87096775,0.0
1.0,0.0,0.0,0.0,0.07571429,0.42857146,0.0,0.0,0.0,1.0,0.0,0.0,0.13333334,0.5,0.0,0.0,1.0,0.6042514,0.8525345,0.0
1.0,0.0,0.0,0.0,0.71142864,0.14285713,0.0,0.0,0.0,0.0,0.0,0.0,0.13333334,0.5,1.0,1.0,1.0,0.89202285,0.47465438,0.0
1.0,0.625,0.0,0.0,0.2428571,0.42857146,0.0,0.0,0.0,1.0,0.0,0.0,0.06666667,1.0,0.0,1.0,0.0,0.6270628,0.87096775,0.0
0.0,0.625,1.0,0.0,0.83285713,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0.5,0.0,0.0,1.0,0.24635428,0.032258064,1.0
1.0,0.375,0.0,0.0,0.94714296,0.57142854,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.7146514,0.41013822,0.0
1.0,0.25,0.0,0.0,0.80428576,0.71428573,0.0,0.0,0.0,1.0,0.0,0.0,0.33333334,0.25,1.0,0.0,1.0,0.71323425,0.89861745,0.0
1.0,0.0,0.0,0.0,0.28000003,0.71428573,0.0,1.0,0.0,0.0,0.0,0.0,0.4666667,0.75,0.0,1.0,1.0,0.5522742,0.3824885,0.0
1.0,0.125,0.0,0.0,0.55428576,0.42857146,0.0,0.0,0.0,1.0,0.0,0.0,0.26666668,0.25,1.0,1.0,0.0,0.19721143,0.013824885,1.0
0.0,0.0,0.0,1.0,0.79142857,0.14285713,0.0,0.0,0.0,1.0,0.0,0.0,0.13333334,1.0,0.0,1.0,0.0,0.2893257,0.032258064,1.0
0.0,0.625,0.0,0.0,0.57285714,0.28571427,0.0,0.0,0.0,1.0,0.0,0.0,0.06666667,1.0,0.0,1.0,1.0,0.6335543,0.5852534,0.0
1.0,0.0,0.0,1.0,0.3157143,0.71428573,0.0,0.0,0.0,1.0,0.0,0.0,0.13333334,0.25,0.0,0.0,1.0,0.58084565,0.5760369,0.0
1.0,0.375,0.0,0.0,1.0,0.57142854,0.0,0.0,0.0,1.0,0.0,0.0,0.20000002,0.0,1.0,0.0,1.0,0.87044567,0.16129032,0.0
1.0,0.875,0.0,1.0,0.061428577,0.57142854,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.25,0.0,0.0,1.0,0.5557028,0.5299539,0.0
1.0,0.0,0.0,0.0,0.81142867,0.57142854,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5796114,0.77880186,0.0
0.0,0.0,0.0,0.0,0.22428572,0.42857146,0.0,0.0,0.0,1.0,0.0,0.0,0.13333334,1.0,1.0,1.0,0.0,0.24059428,0.027649768,1.0
1.0,0.25,0.0,0.0,0.39857143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4666667,0.75,1.0,0.0,0.0,0.5594971,0.29032257,0.0
1.0,0.75,0.0,1.0,0.34857142,0.57142854,0.0,0.0,0.0,1.0,1.0,0.0,0.9333334,0.25,1.0,0.0,0.0,0.7644343,0.8525345,0.0
1.0,0.25,0.0,0.0,0.34857142,0.42857146,0.0,0.0,0.0,1.0,0.0,0.0,0.06666667,0.5,0.0,1.0,1.0,0.7031314,0.33640552,0.0
1.0,0.0,0.0,0.0,0.42857146,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4666667,1.0,0.0,1.0,1.0,0.9863314,0.11520737,0.0
0.0,0.75,0.0,1.0,1.0,0.8571429,0.0,0.0,0.0,1.0,1.0,0.0,0.20000002,0.0,1.0,0.0,1.0,0.8542628,0.65898615,0.0
1.0,0.375,1.0,0.0,0.4985714,0.14285713,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0.5,1.0,0.0,1.0,0.71894854,0.48387095,0.0
1.0,0.5,0.0,0.0,0.3257143,0.71428573,0.0,0.0,0.0,1.0,0.0,0.0,0.13333334,0.0,0.0,0.0,1.0,0.7247543,0.48387095,0.0
1.0,0.0,1.0,0.0,0.24571425,0.28571427,0.0,0.0,0.0,1.0,1.0,0.0,0.13333334,0.0,0.0,0.0,1.0,0.85650283,0.33640552,0.0
1.0,0.125,0.0,0.0,0.70857143,0.42857146,0.0,1.0,0.0,0.0,0.0,0.0,0.13333334,0.0,0.0,1.0,1.0,0.5143771,0.07834101,0.0
1.0,0.0,1.0,0.0,0.65999997,0.14285713,1.0,0.0,0.0,0.0,0.0,0.0,0.73333335,0.25,0.0,1.0,0.0,0.120228566,0.032258064,1.0
0.0,0.0,0.0,0.0,0.54285717,0.14285713,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,1.0,1.0,0.0,0.28859428,0.0,1.0
1.0,0.0,0.0,1.0,0.58000004,0.8571429,0.0,0.0,0.0,1.0,0.0,0.0,0.86666673,1.0,0.0,0.0,1.0,0.8056228,0.4193548,0.0
0.0,0.0,0.0,0.0,0.8757143,0.14285713,0.0,0.0,0.0,1.0,0.0,1.0,0.20000002,0.25,1.0,0.0,1.0,0.20292571,0.032258064,1.0
1.0,0.625,0.0,1.0,0.9057144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33333334,0.75,1.0,0.0,0.0,0.2666057,0.009216589,1.0
1.0,0.625,0.0,0.0,0.13999999,0.14285713,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.59579426,0.22580644,0.0
1.0,0.5,0.0,0.0,0.42142856,0.42857146,0.0,0.0,0.0,1.0,0.0,0.0,0.26666668,0.5,0.0,0.0,1.0,0.8947657,0.96313363,0.0
0.0,0.5,1.0,0.0,0.17285717,0.14285713,0.0,0.0,0.0,1.0,0.0,0.0,0.20000002,0.75,1.0,0.0,0.0,0.2512457,0.0,1.0
1.0,0.25,1.0,0.0,0.80714285,0.71428573,0.0,0.0,0.0,1.0,0.0,0.0,0.33333334,0.75,0.0,0.0,0.0,0.91579425,0.86175114,0.0
0.0,0.25,0.0,0.0,0.6057143,0.42857146,0.0,0.0,0.0,1.0,0.0,0.0,0.13333334,0.25,0.0,0.0,0.0,0.052754283,0.0,1.0
1.0,0.0,1.0,0.0,0.6228572,0.28571427,0.0,0.0,0.0,1.0,0.0,0.0,0.33333334,1.0,0.0,1.0,1.0,0.29060572,0.023041476,1.0
0.0,0.625,0.0,1.0,0.7471428,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20000002,0.75,1.0,0.0,0.0,0.22633143,0.013824885,1.0
0.0,0.875,0.0,1.0,0.3228572,0.42857146,0.0,0.0,0.0,1.0,1.0,0.0,0.9333334,0.75,1.0,0.0,0.0,0.30514285,0.01843318,1.0
1.0,0.0,0.0,0.0,0.3,0.71428573,0.0,0.0,0.0,1.0,0.0,1.0,0.26666668,1.0,0.0,0.0,1.0,0.73248,0.16129032,0.0
1.0,0.625,0.0,0.0,0.81000006,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4666667,0.0,1.0,1.0,1.0,0.55455995,0.7235023,0.0
0.0,0.0,0.0,0.0,0.39285713,0.42857146,0.0,0.0,0.0,1.0,0.0,1.0,0.33333334,0.0,0.0,0.0,1.0,0.2009143,0.032258064,1.0
0.0,0.375,1.0,0.0,0.6514286,0.42857146,0.0,0.0,0.0,1.0,0.0,0.0,0.4666667,1.0,1.0,0.0,0.0,0.6075885,0.25345623,0.0
1.0,0.375,0.0,0.0,1.0,0.71428573,0.0,0.0,0.0,1.0,0.0,0.0,0.26666668,0.5,0.0,0.0,1.0,0.88548565,0.42857143,0.0
1.0,0.5,0.0,0.0,0.3214286,0.42857146,0.0,0.0,0.0,1.0,0.0,0.0,0.33333334,0.25,0.0,0.0,0.0,0.5933257,0.437788,0.0
1.0,0.625,0.0,0.0,0.33857143,0.28571427,0.0,0.0,0.0,1.0,1.0,0.0,0.26666668,1.0,1.0,0.0,1.0,0.8896457,0.5852534,0.0
1.0,0.25,0.0,0.0,1.0,0.57142854,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1536,0.013824885,1.0
0.0,0.0,0.0,0.0,0.07999998,0.28571427,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.81787425,0.87096775,0.0
1.0,0.5,0.0,0.0,0.6214286,0.8571429,0.0,0.0,0.0,1.0,0.0,0.0,0.20000002,0.5,0.0,0.0,0.0,0.56228566,0.81566817,0.0
1.0,0.375,0.0,0.0,0.1785714,0.14285713,0.0,0.0,0.0,1.0,1.0,0.0,0.86666673,0.5,0.0,0.0,0.0,0.24004571,0.0,1.0
0.0,0.25,0.0,0.0,0.47000003,0.8571429,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.75,1.0,0.0,0.0,0.32585144,0.009216589,1.0
1.0,0.625,0.0,1.0,0.53571427,0.57142854,0.0,0.0,0.0,1.0,1.0,0.0,0.26666668,0.75,1.0,0.0,0.0,0.25174856,0.023041476,1.0
1.0,0.375,0.0,0.0,0.7628572,0.71428573,0.0,0.0,0.0,1.0,0.0,0.0,0.06666667,1.0,0.0,0.0,1.0,0.68425137,0.29953918,0.0
0.0,0.5,1.0,0.0,0.94857156,0.71428573,0.0,0.0,0.0,1.0,0.0,0.0,0.33333334,0.25,0.0,0.0,1.0,0.2678857,0.0,1.0
1.0,0.25,0.0,0.0,0.45142853,0.71428573,0.0,0.0,0.0,1.0,0.0,0.0,0.9333334,1.0,1.0,0.0,0.0,0.6192457,0.14285715,0.0
1.0,0.375,1.0,0.0,0.8985715,0.57142854,0.0,0.0,0.0,1.0,0.0,0.0,0.13333334,0.5,0.0,0.0,1.0,0.53554285,0.77880186,0.0
1.0,0.0,0.0,0.0,0.6271429,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.13333334,0.25,1.0,0.0,1.0,0.6266514,0.843318,0.0
0.0,0.375,0.0,1.0,0.3528571,0.8571429,0.0,0.0,0.0,1.0,1.0,0.0,0.13333334,0.5,0.0,0.0,1.0,0.24950856,0.01843318,1.0
0.0,0.375,0.0,0.0,0.3142857,0.42857146,0.0,0.0,0.0,1.0,0.0,0.0,0.4666667,1.0,1.0,0.0,0.0,0.27030858,0.023041476,1.0
1.0,0.625,1.0,0.0,0.80428576,0.8571429,0.0,0.0,0.0,1.0,0.0,0.0,0.4666667,1.0,0.0,0.0,1.0,0.9159314,0.59447,0.0
0.0,0.5,0.0,1.0,0.33714288,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.26666668,0.75,0.0,0.0,0.0,0.33833143,0.023041476,1.0
1.0,0.375,1.0,0.0,0.7485714,0.57142854,0.0,0.0,0.0,1.0,0.0,0.0,0.86666673,1.0,1.0,0.0,1.0,0.8304,0.14285715,0.0
1.0,0.25,0.0,0.0,0.6557143,0.57142854,0.0,0.0,0.0,1.0,0.0,0.0,0.40000004,0.0,1.0,0.0,0.0,0.0010514287,0.032258064,1.0
1.0,0.375,1.0,0.0,0.30714285,0.14285713,0.0,0.0,0.0,1.0,0.0,0.0,0.13333334,1.0,0.0,0.0,1.0,0.9963428,0.9354839,0.0
1.0,0.75,0.0,0.0,0.28571427,0.71428573,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.7008914,0.041474655,0.0
1.0,0.0,0.0,0.0,0.6185714,0.8571429,0.0,0.0,0.0,1.0,0.0,0.0,0.20000002,0.0,0.0,0.0,1.0,0.49705145,0.42857143,0.0
1.0,0.5,0.0,1.0,0.6642858,0.71428573,0.0,0.0,0.0,1.0,0.0,0.0,0.13333334,0.0,0.0,0.0,0.0,0.09467428,0.027649768,1.0
1.0,0.25,0.0,0.0,0.39285713,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.13333334,1.0,1.0,0.0,1.0,0.80443424,0.76958525,0.0
1.0,0.25,1.0,0.0,0.38571423,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33333334,0.75,1.0,0.0,0.0,0.29933715,0.023041476,1.0
1.0,0.25,0.0,0.0,0.8771429,0.8571429,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,1.0,1.0,0.0,1.0,0.9233828,0.8525345,0.0
1.0,0.25,1.0,0.0,0.3971429,0.28571427,0.0,0.0,0.0,1.0,0.0,0.0,0.06666667,0.5,0.0,0.0,0.0,0.64342856,0.25345623,0.0
0.0,0.0,0.0,0.0,0.38,0.8571429,0.0,0.0,1.0,0.0,0.0,0.0,0.06666667,0.5,0.0,1.0,1.0,0.7865142,0.16129032,0.0
0.0,0.5,0.0,1.0,0.7528572,0.57142854,0.0,0.0,0.0,1.0,0.0,0.0,0.26666668,1.0,1.0,0.0,0.0,0.33737144,0.004608295,1.0
1.0,0.375,0.0,0.0,0.54,0.14285713,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0,1.0,0.95318854,0.7142857,0.0
1.0,0.875,1.0,0.0,0.08428568,0.57142854,0.0,0.0,0.0,1.0,0.0,0.0,0.13333334,0.25,0.0,0.0,0.0,0.8449828,0.4193548,0.0
0.0,0.125,0.0,0.0,0.8485714,0.8571429,0.0,1.0,0.0,0.0,0.0,0.0,0.26666668,1.0,1.0,1.0,0.0,0.2672,0.01843318,1.0
1.0,0.375,1.0,0.0,0.59000003,0.71428573,0.0,0.0,0.0,1.0,0.0,0.0,0.4666667,1.0,1.0,0.0,1.0,0.9380571,0.49308753,0.0
0.0,0.0,0.0,0.0,0.8785714,0.71428573,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,1.0,0.0,1.0,0.6430171,0.75115204,0.0
1.0,0.625,1.0,0.0,0.5457143,0.57142854,0.0,0.0,0.0,1.0,0.0,0.0,0.4666667,0.25,1.0,0.0,0.0,0.5450971,0.7050691,0.0
0.0,0.125,1.0,0.0,0.6457143,0.28571427,0.0,0.0,0.0,1.0,0.0,0.0,0.26666668,0.5,1.0,1.0,1.0,0.18066286,0.004608295,1.0
1.0,0.25,1.0,0.0,0.44285715,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4666667,1.0,1.0,0.0,1.0,0.5498514,0.19815667,0.0
1.0,0.5,1.0,0.0,0.55428576,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.13333334,0.0,0.0,0.0,0.0,0.88653713,0.89861745,0.0
0.0,0.0,0.0,0.0,0.8485714,0.42857146,0.0,0.0,0.0,1.0,1.0,0.0,0.26666668,0.25,1.0,0.0,1.0,0.64187425,0.4193548,0.0
0.0,0.0,0.0,0.0,0.6157143,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.26666668,0.25,0.0,0.0,0.0,0.08045714,0.004608295,1.0
1.0,0.375,1.0,0.0,0.62,0.42857146,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9038171,0.032258064,0.0
1.0,0.25,0.0,0.0,0.46142858,0.42857146,0.0,0.0,0.0,1.0,0.0,0.0,0.53333336,0.5,1.0,0.0,1.0,0.87839997,0.059907835,0.0
1.0,0.375,0.0,0.0,0.6428572,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4666667,0.0,0.0,0.0,1.0,0.52438855,0.797235,0.0
1.0,0.625,0.0,1.0,0.57,0.8571429,1.0,0.0,0.0,0.0,0.0,1.0,0.6666667,1.0,0.0,0.0,1.0,0.97695994,0.050691243,0.0
0.0,0.375,0.0,0.0,0.6371429,0.14285713,0.0,0.0,0.0,1.0,0.0,0.0,0.06666667,1.0,1.0,0.0,1.0,0.9924114,0.47465438,0.0
0.0,0.375,1.0,0.0,0.41571426,0.71428573,0.0,0.0,0.0,1.0,0.0,0.0,0.06666667,0.5,1.0,1.0,1.0,0.13536,0.032258064,1.0
1.0,0.5,0.0,1.0,0.38285714,0.8571429,0.0,0.0,0.0,1.0,0.0,0.0,0.40000004,0.75,1.0,1.0,1.0,0.14761144,0.01843318,1.0
1.0,0.75,1.0,0.0,0.0,0.14285713,0.0,0.0,0.0,1.0,0.0,0.0,0.13333334,0.75,0.0,0.0,1.0,0.9141942,0.89861745,0.0
1.0,0.0,0.0,0.0,0.3257143,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.40000004,0.75,1.0,0.0,0.0,0.8801371,0.21658985,0.0
0.0,0.375,0.0,0.0,0.66714287,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.13333334,0.25,1.0,1.0,1.0,0.53526855,0.953917,0.0
1.0,0.875,0.0,1.0,0.8514286,0.71428573,0.0,0.0,0.0,1.0,0.0,0.0,0.33333334,0.0,0.0,0.0,1.0,0.5725714,0.66820276,0.0
1.0,0.375,0.0,0.0,0.2428571,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20000002,0.5,1.0,0.0,0.0,0.5297371,0.013824885,0.0
0.0,0.625,0.0,0.0,0.49714285,0.8571429,0.0,0.0,0.0,1.0,0.0,0.0,0.20000002,0.25,1.0,1.0,1.0,0.70930284,0.023041476,0.0
0.0,0.375,0.0,0.0,0.5657143,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.2771657,0.009216589,1.0
0.0,0.0,0.0,1.0,0.4928571,0.57142854,0.0,0.0,0.0,1.0,1.0,0.0,0.4666667,0.75,0.0,0.0,0.0,0.13682286,0.009216589,1.0
0.0,0.375,0.0,1.0,0.18142855,0.14285713,0.0,0.0,0.0,1.0,0.0,0.0,0.20000002,1.0,0.0,0.0,0.0,0.23245715,0.013824885,1.0
0.0,0.5,0.0,1.0,0.077142835,0.42857146,0.0,0.0,0.0,1.0,1.0,0.0,0.4666667,0.75,1.0,0.0,0.0,0.16918857,0.009216589,1.0
0.0,0.75,1.0,0.0,0.58285713,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4666667,1.0,0.0,1.0,0.0,0.18651429,0.032258064,1.0
1.0,0.0,0.0,0.0,0.33571428,0.14285713,0.0,0.0,0.0,1.0,0.0,1.0,0.6,1.0,0.0,0.0,1.0,0.63195425,0.105990775,0.0
1.0,0.0,0.0,0.0,0.15428567,0.57142854,0.0,1.0,0.0,0.0,0.0,0.0,0.4666667,0.0,0.0,1.0,1.0,0.19286858,0.013824885,1.0
1.0,0.75,0.0,1.0,0.71428573,0.71428573,0.0,0.0,0.0,1.0,0.0,0.0,0.6,1.0,1.0,1.0,0.0,0.7284114,0.9354839,0.0
1.0,0.625,0.0,1.0,0.35142857,0.8571429,0.0,0.0,0.0,1.0,0.0,0.0,0.20000002,0.25,0.0,0.0,1.0,0.7927314,0.86175114,0.0
0.0,0.0,0.0,0.0,0.56857145,0.42857146,0.0,0.0,0.0,1.0,0.0,1.0,0.33333334,0.5,0.0,0.0,0.0,0.6504228,0.11520737,0.0
1.0,0.5,1.0,0.0,0.40142858,0.42857146,0.0,0.0,0.0,1.0,0.0,0.0,0.40000004,0.0,0.0,0.0,1.0,0.7136,0.5852534,0.0
1.0,0.375,0.0,0.0,0.1185714,0.42857146,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.24553144,0.023041476,1.0
0.0,0.875,0.0,1.0,0.6642858,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.13333334,0.75,1.0,1.0,0.0,0.19401143,0.0,1.0
0.0,0.5,0.0,1.0,0.46714288,0.8571429,0.0,0.0,0.0,1.0,0.0,0.0,0.9333334,0.75,1.0,0.0,0.0,0.16841143,0.032258064,1.0
1.0,0.0,0.0,1.0,0.5914285,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.40000004,0.75,1.0,0.0,1.0,0.9322514,0.6866359,0.0
1.0,0.375,0.0,0.0,0.18,0.71428573,0.0,0.0,0.0,1.0,0.0,0.0,0.40000004,0.75,0.0,0.0,1.0,0.17225143,0.0,1.0
0.0,0.625,1.0,0.0,0.78428566,0.71428573,0.0,0.0,0.0,1.0,0.0,0.0,0.26666668,1.0,1.0,1.0,0.0,0.19702858,0.004608295,1.0
1.0,0.5,0.0,1.0,0.6628572,0.14285713,0.0,0.0,0.0,1.0,1.0,0.0,0.4666667,1.0,0.0,1.0,1.0,0.58308566,0.9447004,0.0
0.0,0.0,0.0,0.0,0.34999996,0.42857146,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.20918858,0.023041476,1.0
0.0,0.875,0.0,1.0,0.7742858,0.8571429,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.3200457,0.0,1.0
0.0,0.625,0.0,0.0,0.26000005,0.8571429,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7264457,0.7142857,0.0
1.0,0.0,1.0,0.0,0.6157143,0.42857146,0.0,0.0,0.0,1.0,0.0,0.0,0.8000001,0.25,1.0,0.0,1.0,0.5036343,0.52073735,0.0
1.0,0.125,0.0,0.0,0.8000001,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.33333334,0.5,1.0,1.0,0.0,0.9364571,0.80645156,0.0
0.0,0.5,0.0,0.0,0.26428568,0.42857146,0.0,0.0,0.0,1.0,0.0,0.0,0.06666667,0.25,1.0,1.0,0.0,0.20717715,0.009216589,1.0
1.0,0.875,0.0,0.0,0.71714294,0.42857146,0.0,0.0,0.0,1.0,0.0,1.0,0.13333334,0.75,1.0,0.0,1.0,0.90934855,0.16129032,0.0
1.0,0.375,0.0,0.0,0.46714288,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.13333334,0.25,0.0,0.0,1.0,0.7354514,0.56682026,0.0
1.0,0.25,0.0,0.0,0.70142853,0.28571427,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0.5,1.0,0.0,0.0,0.6442514,0.47465438,0.0
1.0,0.25,0.0,0.0,0.5,0.8571429,0.0,0.0,0.0,1.0,0.0,0.0,0.06666667,0.25,0.0,0.0,0.0,0.26171428,0.032258064,1.0
1.0,0.0,0.0,1.0,0.3042857,0.57142854,0.0,0.0,0.0,1.0,0.0,0.0,0.53333336,0.75,1.0,0.0,1.0,0.6796343,0.032258064,0.0
1.0,0.5,0.0,0.0,0.39428574,0.28571427,0.0,0.0,0.0,1.0,1.0,0.0,0.06666667,0.0,1.0,0.0,0.0,0.68502855,0.77880186,0.0
1.0,0.375,0.0,0.0,0.81142867,0.8571429,0.0,0.0,0.0,1.0,0.0,0.0,0.06666667,0.25,1.0,0.0,0.0,0.07945143,0.032258064,1.0
1.0,0.25,0.0,0.0,0.47571427,0.42857146,0.0,0.0,0.0,1.0,0.0,0.0,0.33333334,1.0,0.0,0.0,0.0,0.7897143,0.6313364,0.0
1.0,0.625,1.0,0.0,0.3742857,0.28571427,0.0,0.0,0.0,1.0,0.0,0.0,0.26666668,0.75,1.0,0.0,0.0,0.26317716,0.032258064,1.0
0.0,0.25,0.0,0.0,0.26142853,0.28571427,0.0,0.0,0.0,1.0,0.0,1.0,0.40000004,1.0,1.0,0.0,0.0,0.3176686,0.009216589,1.0
0.0,0.375,0.0,1.0,0.35428572,0.8571429,0.0,0.0,0.0,1.0,0.0,0.0,0.20000002,1.0,1.0,0.0,0.0,0.3877943,0.032258064,1.0
0.0,0.25,0.0,1.0,0.82142854,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9333334,0.75,1.0,0.0,0.0,0.28809142,0.0,1.0
1.0,0.5,1.0,0.0,0.0,0.14285713,0.0,0.0,0.0,1.0,1.0,0.0,0.4666667,1.0,0.0,0.0,1.0,0.8501943,0.61290324,0.0
0.0,0.375,0.0,0.0,0.3085714,0.57142854,0.0,0.0,0.0,1.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.86025137,0.77880186,0.0
1.0,0.375,0.0,0.0,0.17428565,0.57142854,0.0,0.0,0.0,1.0,0.0,0.0,0.20000002,0.25,1.0,0.0,1.0,0.6920685,0.87096775,0.0
1.0,0.0,0.0,1.0,0.6214286,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9333334,1.0,1.0,0.0,1.0,0.87263995,0.90783405,0.0
1.0,0.375,0.0,0.0,0.4242857,0.8571429,0.0,0.0,0.0,1.0,1.0,0.0,0.06666667,0.0,0.0,0.0,1.0,0.77851427,0.99999994,0.0
0.0,0.0,0.0,1.0,0.81999993,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.40000004,0.0,1.0,1.0,1.0,0.56694853,0.050691243,0.0
1.0,0.0,0.0,1.0,0.021428585,0.14285713,0.0,0.0,0.0,1.0,0.0,0.0,0.8000001,0.25,1.0,0.0,0.0,0.21636571,0.009216589,1.0
0.0,0.75,0.0,1.0,0.6314286,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6,0.75,0.0,1.0,0.0,0.28544,0.01843318,1.0
0.0,0.0,0.0,0.0,0.107142866,0.42857146,0.0,0.0,0.0,1.0,0.0,1.0,0.40000004,1.0,0.0,0.0,0.0,0.38825142,0.0,1.0
1.0,0.0,0.0,0.0,0.54857147,0.57142854,1.0,0.0,0.0,0.0,0.0,1.0,0.9333334,0.75,1.0,0.0,0.0,0.18354286,0.009216589,1.0
1.0,0.25,0.0,0.0,0.6557143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.26666668,1.0,1.0,0.0,1.0,0.6122971,0.47465438,0.0
0.0,0.0,1.0,0.0,0.58285713,0.57142854,0.0,0.0,0.0,1.0,0.0,1.0,0.26666668,0.0,0.0,0.0,0.0,0.16630858,0.004608295,1.0
1.0,0.0,0.0,0.0,0.5285714,0.28571427,0.0,0.0,0.0,1.0,0.0,0.0,0.33333334,1.0,1.0,0.0,1.0,0.98390853,0.75115204,0.0
1.0,0.0,0.0,1.0,0.23571432,0.57142854,0.0,0.0,0.0,1.0,0.0,0.0,0.73333335,0.0,0.0,1.0,0.0,0.0072685713,0.023041476,1.0
0.0,0.0,0.0,1.0,0.35571426,0.14285713,0.0,0.0,0.0,1.0,1.0,0.0,0.4666667,1.0,1.0,0.0,0.0,0.25686857,0.009216589,1.0
0.0,0.25,0.0,1.0,0.39857143,0.8571429,0.0,0.0,0.0,1.0,1.0,0.0,0.8000001,0.75,1.0,0.0,0.0,0.23497143,0.004608295,1.0
1.0,0.375,1.0,0.0,0.5271429,0.71428573,0.0,0.0,0.0,1.0,1.0,0.0,0.40000004,1.0,1.0,0.0,1.0,0.98838854,0.12442396,0.0
0.0,0.375,0.0,1.0,0.6214286,0.28571427,0.0,0.0,0.0,1.0,1.0,0.0,0.13333334,0.75,1.0,0.0,0.0,0.23460571,0.032258064,1.0
0.0,0.375,0.0,1.0,0.2657143,0.42857146,0.0,0.0,0.0,1.0,1.0,0.0,0.26666668,0.75,0.0,0.0,0.0,0.28978285,0.023041476,1.0
0.0,0.25,0.0,1.0,0.0,0.57142854,1.0,0.0,0.0,0.0,1.0,0.0,0.73333335,0.75,0.0,1.0,0.0,0.15643428,0.009216589,1.0
0.0,0.375,1.0,0.0,0.6157143,0.42857146,0.0,0.0,0.0,1.0,0.0,0.0,0.40000004,0.75,0.0,1.0,1.0,0.96768,0.3824885,0.0
1.0,0.375,0.0,0.0,0.0,0.71428573,0.0,0.0,0.0,1.0,0.0,0.0,0.40000004,0.5,1.0,0.0,0.0,0.9005714,0.9723502,0.0
1.0,0.625,1.0,0.0,0.6685715,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.26666668,0.0,0.0,1.0,1.0,0.8658285,0.9907834,0.0
